nsym,言语,肢体,言词,说话,话语,冲动,自觉,言谈,,,,,,,,,,
vdescription,减少,,降低,减低,下降,减小,,,缩减,减缓,,,,,,,,
nsym,语速,音调,,,,,,,,,,,,,,,,
vdescription,减慢,减缓,加速,变慢,放缓,加快,放慢,延缓,较慢,很慢,,,,,,,,
nsym,声音,声响,歌声,笑声,人声,感觉,音调,刺耳,沙哑,,,,,,,,,
adescription,低沉,沙哑,高亢,柔和,慵懒,刺耳,急促,,,,,,,,,,,
vsym ,对答,,,,,,,,,,,,,,,,,
adescription,困难,艰难,麻烦,不便,吃力,十分困难,瓶颈,难于,紧迫,不方便,,,,,,,,
vsym,交流,文化交流,沟通,学术交流,交流活动,国际交流,互动,,,,,,,,,,,
adescription,顺利,成功,顺利完成,,,,,,,,,,,,,,,
nsym,意志,信念,理性,理智,本性,人格,精神,与生俱来,本质,自由,,,,,,,,
nsym,活动,娱乐活动,社会活动,大型活动,社交活动,,,,,,,,,,,,,
vdescription,减退,消退,大不如前,,变差,急剧下降,,,,,,,,,,,,
nsym ,行为,不道德,犯罪行为,暴力行为,举动,道德上,使用暴力,蓄意,行径,不当,,,,,,,,
nsym,生活,,,,,,,,,,,,,,,,,
vdescription,被动,,,,,,,,,,,,,,,,,
vsym,做事,行事,凡事,处事,待人,,,,,,,,,,,,,
vsym,接触,认识,,,,,,,,,,,,,,,,
vsym,交往,恋情,相识,相恋,认识,人的关系,见面,亲密关系,人关系,暧昧关系,,,,,,,,
vsym,独坐,,,,,,,,,,,,,,,,,
vsym,卧床,患病,病重,病情恶化,体弱多病,生病,卧病在床,身体虚弱,病倒,,,,,,,,,
vsym,闭门,称疾,,,,,,,,,,,,,,,,
vsym,独居,群居,,,,,,,,,,,,,,,,
vsym,疏远,亲近,疏离,敌视,猜忌,冷落,不和,猜疑,靠拢,,,,,,,,,
nsym,亲友,家人,亲人,亲朋好友,友人,亲戚,乡亲,亲朋,熟人,全家人,,,,,,,,
vsym,回避,规避,忽视,无视,避开,忽略,,,,,,,,,,,,
nsym,社交,交友,互动,聊天,人际,社群,即时通讯,,,,,,,,,,,
isym,不修边幅,,,,,,,,,,,,,,,,,
vsym,语,,,,,,,,,,,,,,,,,
vsym,动,,,,,,,,,,,,,,,,,
vsym,食,取食,饱,生食,进食,肉,煮,,,,,,,,,,,
nsym,观念,价值观,思想,道德观,思维,概念,社会制度,本质,认知,价值观念,,,,,,,,
vsym,缺乏,缺少,欠缺,不足,不够,忽视,依赖,依赖于,缺失,,,,,,,,,
nsym,自信心,自信,凝聚力,创造力,归属感,自尊,自豪感,热情,,,,,,,,,,
nsym ,自信,热情,勇气,自信心,坚强,真诚,毅力,自觉,热忱,固执,,,,,,,,
vsym,认知,理解,思维,心理,感知,知觉,观念,层面,本质,概念化,,,,,,,,
nsym ,功能,基本功能,机能,功用,特性,功能性,机制,系统,新功能,,,,,,,,,
vdescription,损害,伤害,危害,破坏,损伤,侵害,负面影响,妨碍,危及,受到影响,,,,,,,,
nsym,记忆力,专注力,智力,口才,天分,悟性,判断力,,,,,,,,,,,
vdescription,下降,,,下滑,,,减少,降低,急剧下降,,,,,,,,,
nsym,注意力,目光,精力,,,,,,,,,,,,,,,
adescription,障碍,阻碍,身心,,,,,,,,,,,,,,,
nsym,反应时间,反应速度,延时,等待时间,,,,,,,,,,,,,,
vdescription,延长,缩短,加长,缩减,延至,,,,,,,,,,,,,
nsym,警觉性,威胁性,危险性,警觉,工作效率,,,,,,,,,,,,,
vdescription,增高,升高,,上升,增大,增加,,抬高,,大幅提高,,,,,,,,
vdescription,差,劣,,,,,,,,,,,,,,,,
vsym,学习,自学,进修,求学,研读,研习,深造,修习,研修,努力学习,,,,,,,,
nsym,语言,语法,词汇,自然语言,母语,第二语言,语种,语言学,口语,句法,,,,,,,,
nsym,知觉,感官,心智,感知,无意识,认知,大脑,听觉,潜意识,人脑,,,,,,,,
nsym,眼,双眼,斑,眼睛,红斑,眼眶,,,,,,,,,,,,
nsym,手,左手,右手,双手,,,,,,,,,,,,,,
vdescription,协调,,,,,,,,,,,,,,,,,
nsym ,灵活性,机动性,优点,灵活,实用性,弹性,适应性,可用性,控制能力,,,,,,,,,
nsym ,睡眠,睡眠中,呼吸,清醒,REM,生理,知觉,排便,失眠,,,,,,,,,
adescription,过多,太多,不必要,太少,,,,,,,,,,,,,,
vsym,乏力,力弱,,,,,,,,,,,,,,,,
nsym,食欲,血糖,皮质醇,荷尔蒙,血清素,激素,新陈代谢,味觉,,,,,,,,,,
vdescription,节食,减肥,减重,肥胖,,,,,,,,,,,,,,
nsym,体重,身高,体型,肥胖,BMI,运动量,体形,身型,腰围,,,,,,,,,
vdescription,下降,,,下滑,,,减少,降低,急剧下降,,,,,,,,,
vsym,便秘,咳嗽,腹痛,痰,腹泻,消化不良,水肿,嗜睡,肠胃,,,,,,,,,
nsym,身体,躯体,全身,肌肉,四肢,眼睛,身躯,双腿,双脚,胸部,,,,,,,,
nsym,部位,躯干,胸部,口腔,指甲,臀部,口部,手部,各部位,肺脏,,,,,,,,
vdescription,疼痛,痉挛,肿胀,头痛,痛楚,呕吐,呼吸困难,咳嗽,瘙痒,眼部,,,,,,,,
nsym,性欲,欲望,性高潮,病态,性冲动,情欲,自慰,焦虑,性生活,妄想,,,,,,,,
vdescription,减退,消退,大不如前,,变差,急剧下降,,,,,,,,,,,,
vsym,阳痿,,,,,,,,,,,,,,,,,
nsym,恶心,呕吐,头痛,舒服,羞耻,焦虑,,,,,,,,,,,,
vsym,呕吐,腹泻,呼吸困难,腹痛,头痛,咳嗽,恶心,痉挛,抽搐,发烧,,,,,,,,
vsym,出汗,呕吐,心悸,便秘,咳嗽,排便,抽搐,,,,,,,,,,,
vsym,醒,睡,眠,,,,,,,,,,,,,,,
vsym,入睡,入眠,睡觉,熟睡,清醒,做爱,惊醒,睡觉时,睡着,,,,,,,,,
nsym,睡眠,睡眠中,呼吸,清醒,REM,生理,知觉,排便,失眠,,,,,,,,,
adescription,深,,深达,,,,,,,,,,,,,,,
vdescription ,减轻,减低,降低,加重,缓解,减缓,消除,过重,加大,大大降低,弱化,减慢,减弱,,,,,
vdescription ,增强,强化,,提升,提高,加强,,,,,,,,,,,,
vdescription ,增加,,,提高,增大,上升,,,,增高,,,,,,,,
vdescription ,缺乏,缺少,欠缺,不足,不够,忽视,依赖,依赖于,缺失,,,,,,,,,
nsym,乐趣,体验,趣味,满足感,想像力,尽情,趣味性,愉悦,,,,,,,,,,
vdescription ,丧失,失去,剥夺,夺去,,,,,,,,,,,,,,
nsym,精力,心力,心思,注意力,心血,,,,,,,,,,,,,
vdescription ,不足,严重不足,欠缺,缺乏,太少,偏低,不足以,太低,过剩,极低,,,,,,,,
nsym,疲劳,疲惫,疲累,疲乏,劳累,疲倦,呼吸困难,,,,,,,,,,,
nsym,疲倦,疲惫,疲累,疲乏,虚弱,舒服,疲劳,,,,,,,,,,,
vsym,自卑,自卑感,冷漠,自觉,自大,嫌弃,妒忌,执著,自恋,,,,,,,,,
adescription,迟缓,功能障碍,,,,,,,,,,,,,,,,
vdescription ,集中,集中于,分散,密集,大部分,,,,,,,,,,,,,
vdescription ,下降,下降,,下滑,,,减少,降低,急剧下降,,,,,,,,,
adescription  ,迟钝,幼稚,笨拙,懒散,胆怯,,,,,,,,,,,,,
nsym,效率,效能,工作效率,成本,稳定性,可靠性,生产成本,灵活性,经济性,高效率,,,,,,,,
adescription ,低下,低落,较差,极差,很低,很差,不足,极低,,,,,,,,,,
vsym,工作,管理工作,,,,,,,,,,,,,,,,
nsym ,性功能,自闭症,,,,,,,,,,,,,,,,
vdescription,改变,转变,发生变化,变动,扭转,偏离,相反,彻底改变,,,,,,,,,,
vsym,哭泣,流泪,哭,看着,想起,,要死,忍不住,不禁,可怜,大哭,痛哭,,泣,流泪,,,哭诉
vsym,发脾气,不耐烦,,,,,,,,,,,,,,,,
vdescription,丧失,失去,剥夺,夺去,,,,,,,,,,,,,,
nsym,浑身,脸上,满身,全身,发抖,身子,双眼,额头,睡觉时,,,,,,,,,
nsym,焦虑,情绪,恐惧,心理,抑郁,冲动,焦躁,精神上,忧郁,病态,,,,,,,,
adescription,紊乱,失调,功能障碍,失常,缺失,,,,,,,,,,,,,
nsym ,食欲,血糖,皮质醇,荷尔蒙,血清素,激素,新陈代谢,味觉,,,,,,,,,,
nsym ,精力,心力,心思,注意力,心血,,,,,,,,,,,,,
adescription,不适,呼吸困难,,,,,,,,,,,,,,,,
nsym,胃口,,,,,,,,,,,,,,,,,
nsym,麻木,,,,,,,,,,,,,,,,,
nsym,疲乏,疲惫,疲累,虚弱,饥渴,疲倦,困乏,疲劳,疲惫不堪,憔悴,,,,,,,,
adescription,无力,不得不,不了,不得已,急于,无暇,勉强,,,,,,,,,,,
adescription,舒服,,,,,,,,,,,,,,,,,
nsym,动力,动力系统,动力装置,涡轮,内燃机,驱动,涡轮引擎,推进力,的动力,驱动力,,,,,,,,
adescription,浅,深,较浅,较深,,,,,,,,,,,,,,
nsym,梦,,,,,,,,,,,,,,,,,
vsym,醒来,醒来时,醒过来,苏醒,发现自己,奄奄一息,昏倒,惊醒,睡着,躺在,,,,,,,,
asym,愤怒,气愤,愤慨,恼怒,生气,恐惧,不安,惊恐,痛恨,不快,,,,,,,,
nsym,内疚,愧疚,难过,沮丧,伤心,羞愧,后悔,自责,懊悔,痛心,,,,,,,,
nsym,无用,,,,,,,,,,,,,,,,,
nsym,安全感,同情心,渴望,,,,,,,,,,,,,,,
nsym,消极,软弱,过激,姑息,过分,,,,,,,,,,,,,
adescription,邋遢,古怪,,,,,,,,,,,,,,,,
nsym,厌恶,反感,憎恨,鄙视,痛恨,嫉妒,轻视,憎恶,蔑视,惧怕,,,,,,,,
vsym,自杀,自杀身亡,自尽,上吊自杀,服毒,被害,轻生,上吊,自杀未遂,行凶,,,,,,,,
vsym,自杀未遂,自杀身亡,自杀,精神失常,,,,,,,,,,,,,,
nsym,自杀未遂,自杀身亡,自杀,精神失常,,,,,,,,,,,,,,
nsym,念头,决心,想,决意,下定决心,心灰意冷,,,,,,,,,,,,
isym,情绪高涨,,,,,,,,,,,,,,,,,
isym,情绪低落,沮丧,,,,,,,,,,,,,,,,
adescription,高,,较高,,极高,很高,更高,,,颇高,,,,,,,,
adescription,兴奋,激动,惊讶,不快,沮丧,愉悦,吃惊,舒服,高兴,好奇,,,,,,,,
vsym,冲动,理智,本能,焦虑,自觉,冷漠,神经质,盲目,偏执,精神状态,,,,,,,,
vsym,夸大,高估,低估,歪曲,贬低,夸张,自相矛盾,编造,妖魔化,忽视,,,,,,,,
adescription,低,较低,,,,极低,很低,,,较差,,,,,,,,
adescription,快乐,幸福,美好,欢乐,开心,无忧无虑,愉快,孤独,甜蜜,寂寞,,,,,,,,
nsym,意念,想法,隐喻,,,,,,,,,,,,,,,
vsym,运动,文学运动,青年运动,,,,,,,,,,,,,,,
adescription,抑制,诱导,抑制作用,消除,减缓,,,抑止,可抑制,,,,,,,,,
asym,忧愁,忧伤,悲伤,哀伤,伤感,心里,悲哀,,,,,,,,,,,
asym,伤感,忧伤,悲伤,感伤,哀伤,心碎,悲凉,悲哀,孤寂,多愁善感,,,,,,,,
adescription,笨,,,,,,,,,,,,,,,,,
adescription,少,较少,不及,,寡,更少,,,,,,,,,,,,
vdescription,自理,,,,,,,,,,,,,,,,,
nsym,心情,心境,感觉,内心,心里,心态,感受,焦躁,感伤,当下,,,,,,,,
adescription,压抑,压迫,排斥,冷漠,抗拒,精神上,偏执,冲动,忽视,自觉,,,,,,,,
isym,悲痛欲绝,伤心欲绝,伤心,哀伤,离去,痛不欲生,,,,,,,,,,,,
adescription,低,较低,,,,极低,很低,,,较差,,,,,,,,
asym,苦恼,困惑,愧疚,沮丧,内疚,烦恼,苦闷,疑惑,,为难,,,,,,,,
asym,忧伤,悲伤,伤感,哀伤,忧愁,感伤,悲哀,忧郁,哀愁,心碎,,,,,,,,
asym,痛苦,伤痛,悲伤,苦难,折磨,苦痛,恐惧,苦恼,病痛,绝望,,,,,,,,
nsym,意思,意即,意为,意指,解作,之意,含意,字面,原意,语意,,,,,,,,
vsym,联想,误解,联想起,,,,,,,,,,,,,,,
nsym,过程,步骤,流程,处理过程,,,,,,,,,,,,,,
nsym,主动性,,,,,,,,,,,,,,,,,
adescription,费力,,,,,,,,,,,,,,,,,
adescription,慢,,较慢,比较慢,,,更慢,慢速,很慢,,,,,,,,,
vsym,活着,死掉,说道,活下去,活,就让,一句话,,,,,,,,,,,
nsym,打算,想,有意,只好,执意,想要,决意,急于,当初,正要,,,,,,,,
vsym,参加,参与,出席,参予,举行,举办,加入,,,,,,,,,,,
adescription,外界,不少人,,,,,,,,,,,,,,,,
vsym,独处,睡觉,睡,住在一起,,,,,,,,,,,,,,
adescription,懒散,讨厌,暴躁,胆小,懒惰,固执,懦弱,无聊,散漫,无所事事,,,,,,,,
vsym,语,语族,尔语,语里,泰语,口语,通用语,词源,亚语,书面语言,,,,,,,,
nsym,企图,意图,试图,妄图,借机,趁机,乘机,图谋,设法,以图,,,,,,,,
vsym,心悸,气喘,出汗,呕吐,胸痛,咳嗽,腹痛,,,,,,,,,,,
nsym,胃肠,肠胃,消化道,呼吸道,,,,,,,,,,,,,,
vdescription,减轻,减低,降低,加重,缓解,减缓,消除,过重,加大,大大降低,,,,,,,,
nsym,人格解体,,,,,,,,,,,,,,,,,
nsym,强迫症,精神疾病,精神分裂症,,病态,精神病,成瘾,病症,躁郁症,心理疾病,,,,,,,,
adescription,恐怖,可怕,疯狂,惊悚,残酷,骇人听闻,杀戮,噩梦,,,,,,,,,,
nsym,症状,病症,病征,征状,患者,副作用,疼痛,腹泻,呕吐,病因,,,,,,,,
vsym,头晕,晕眩,呼吸困难,头痛,呕吐,痉挛,胸痛,眩晕,食欲不振,黄疸,,,,,,,,
vsym,头痛,呕吐,呼吸困难,痉挛,咳嗽,腹痛,头晕,恶心,头疼,发烧,,,,,,,,
vsym,无力,不得不,不了,不得已,急于,无暇,勉强,,,,,,,,,,,
vsym,失眠,嗜睡,忧郁症,眩晕,呕吐,癫痫,头痛,胃痛,,,,,,,,,,
nsym,心情,心境,感觉,内心,心里,心态,感受,,,,,,,,,,,
adescription,紧张,紧绷,恶化,尴尬,缓和,冷淡,不安,关系紧张,紧迫,不稳,,,,,,,,
adescription,烦恼,苦恼,,,疑惑,无常,,,,,,,,,,,,
nsym,肌肉,四肢,身体,关节,神经,下肢,脊柱,躯干,手部,肌肉组织,,,,,,,,
adescription,痛,疼,心痛,恨,痒,,,,,,,,,,,,,
nsym,生理功能,生理,激素,,,,,,,,,,,,,,,
adescription,主动,,有意,,,,,,,,,,,,,,,
vsym,头疼,困惑,头痛,厌烦,,,,,,,,,,,,,,
nsym,四肢,颈部,躯干,前肢,后肢,尾巴,脚掌,头部,腿部,背部,,,,,,,,
adescription,麻木,,,,,,,,,,,,,,,,,
adescription,高兴,,,,十分高兴,感到高兴,感激,欣慰,欣喜,,,,,,,,,
isym,郁郁寡欢,孤僻,失意,丧母,相依为命,闷闷不乐,,,,,,,,,,,,
nsym,热忱,热诚,热情,使命感,抱负,自信,勇气,真诚,,,,,,,,,,
nsym,爱好,嗜好,热爱,酷爱,喜好,喜欢,热衷,热衷于,爱好者,醉心,,,,,,,,
isym,不屑一顾,,,,,,,,,,,,,,,,,
nsym,感情,情感,内心,友情,情意,爱恋,亲情,情谊,内心深处,亲密关系,,,,,,,,
adescription,高兴,,吃惊,,十分高兴,感到高兴,感激,欣慰,欣喜,,,,,,,,,
isym,力不从心,,,,,,,,,,,,,,,,,
nsym,精神,信念,人格,意识,尊严,精神上,思维,自觉,良知,,,,,,,,,
vdescription,崩溃,瓦解,崩解,分崩离析,土崩瓦解,衰弱,消亡,覆灭,崩坏,停滞,,,,,,,,
vsym,泄气,,,,,,,,,,,,,,,,,
isym,一无是处,,,,,,,,,,,,,,,,,
nsym,前途,前景,,,,,,,,,,,,,,,,
adescription,黑暗,邪恶,守护者,恶魔,沉睡,深渊,暗影,黑夜,堕落,黑影,,,,,,,,
asym,不安,忧虑,恐惧,忧心,不快,担忧,愤恨,不悦,惊恐,厌恶,,,,,,,,
nsym,内心,情感,内心深处,感情,心里,心中,执著,心境,自觉,思绪,,,,,,,,
nsym,负担,开销,经济负担,负荷,财政负担,支出,分担,承担,,,,,,,,,,
vsym,波动,震荡,涨落,衰减,振荡,不确定性,,,,,,,,,,,,
isym,食欲不振,头晕,呕吐,腹泻,,,,,,,,,,,,,,
adescription,差,劣,,,,,,,,,,,,,,,,
vdescription,减低,降低,减少,减轻,,大大降低,减缓,尽量减少,,大大减少,,,,,,,,
nsym,性感,女性化,可爱,时尚,火辣,魅力,帅气,妖艳,面孔,,,,,,,,,
vdescription,缺失,缺陷,有缺陷,纠正,缺少,紊乱,,,,,,,,,,,,
adescription,悲哀,悲伤,苦闷,忧伤,哀伤,伤感,凄凉,孤独,孤寂,诉说,,,,,,,,
nsym,低潮,低谷,谷底,,,,,,,,,,,,,,,
adescription,烦躁,焦躁,焦虑,心烦,不安,头痛,,,,,,,,,,,,
vsym,消瘦,虚弱,憔悴,,,,,,,,,,,,,,,
nsym,恐惧,不安,焦虑,愤怒,厌恶,绝望,害怕,畏惧,惧怕,憎恨,,,,,,,,
asym,胆小,讨厌,凶猛,懦弱,懒散,暴躁,胆怯,害羞,,,,,,,,,,
vdescription,扭曲,变形,歪曲,错觉,错位,,,,,,,,,,,,,
nsym,快感,愉悦感,欲望,乐趣,,,,,,,,,,,,,,
adescription,迟滞,,,,,,,,,,,,,,,,,
vsym,睡觉,睡,,睡觉时,,睡着,,,,,,,,,,,,
vsym,跳楼,坠楼,跳楼自杀,坠下,,,自杀,上吊,,,,,,,,,,
vsym,拿刀,砍,,,,,,,,,,,,,,,,
vdescription,消沉,沮丧,失意,懊悔,虚弱,疲惫,不得志,,,,,,,,,,,
vsym,厌世,,,,,,,,,,,,,,,,,
nsym,自觉,心态,冲动,执著,心里,当下,自认,,,,,,,,,,,
vsym,思考,思维,思索,理解,反思,探究,理性,认知,探讨,直觉,,,,,,,,
nsym,能力,战斗能力,技能,灵活性,能力也,能够,控制能力,潜能,并能,意志力,,,,,,,,
vsym,贪食,,,,,,,,,,,,,,,,,
nsym,欲望,性欲,诱惑,渴望,人性,本能,情欲,冲动,贪欲,精神上,,,,,,,,
vdescription,肥胖,紊乱,功能障碍,亢进,生理,疾患,痉挛,嗜睡,,,,,,,,,,
nsym,饮食,饮食习惯,素食,烹饪,菜肴,饮茶,,,,,,,,,,,,
adescription,过量,,中毒,,过多,,,,,,,,,,,,,
nsym,心理,认知,焦虑,人格,人际关系,精神上,潜意识,无意识,病态,精神状态,,,,,,,,
adescription,不安,忧虑,恐惧,忧心,不快,担忧,愤恨,不悦,惊恐,厌恶,,,,,,,,
vsym,说话,说出,交谈,言语,讲出,讲,说谎,好像,话语,咒骂,,,,,,,,
isym,犹豫不决,犹豫,迟疑,按兵不动,,,,,,,,,,,,,,
asym,沉默,绝望,,,,,,,,,,,,,,,,
asym,恍惚,幻觉,,,,,,,,,,,,,,,,
nsym,活力,魅力,朝气,生命力,创造力,动感,生机,气息,充满活力,,,,,,,,,
nsym,麻烦,困难,大麻烦,棘手,尴尬,,,,,,,,,,,,,
nsym,动作,姿势,,,特技,,肢体,手势,,,,,,,,,,
asym,悲伤,哀伤,忧伤,悲痛,伤心,悲哀,思念,伤感,难过,忧郁,,,,,,,,
isym,毫无价值,,,,,,,,,,,,,,,,,
asym,条理,严谨,有条理,明晰,,,,,,,,,,,,,,
vsym,进食,喂食,吃,食用,食物,摄食,喝水,排便,喂养,吞食,,,,,,,,
asym,欲望,性欲,诱惑,渴望,人性,本能,情欲,冲动,贪欲,精神上,,,,,,,,
isym,营养不良,疾病,肥胖,患病,腹泻,肥胖症,动脉硬化,,,,,,,,,,,
asym,懒惰,懒散,愚蠢,自私,无聊,自以为是,无知,,,,,,,,,,,
nsym,全身,身体,身躯,上半身,脸部,四肢,浑身,胸部,手脚,下半身,,,,,,,,
nsym,周身,,,,,,,,,,,,,,,,,
nsym,肠道,消化道,小肠,消化系统,肠胃,十二指肠,肾脏,胃,排泄,大肠,,,,,,,,
nsym,胸前,头上,腰间,额头,脖子,双手,肩上,胸口,头顶,后背,,,,,,,,
nsym,神经,神经系统,大脑,脊髓,神经元,脑,脑部,神经细胞,中枢神经系统,骨骼肌,,,,,,,,
vsym,自残,自杀,,,,,,,,,,,,,,,,
nsym,规律,规律性,有规律,法则,自然现象,,,,,,,,,,,,,
nsym,质量,总质量,密度,低质量,,,,,,,,,,,,,,
vsym,害怕,惧怕,畏惧,担心,怕,痛恨,怨恨,厌恶,憎恨,,,,,,,,,
nsym,熟人,朋友,亲戚,亲友,邻居,亲朋好友,老朋友,陌生人,,,,,,,,,,
vsym,服从,遵从,顺从,遵守,服从命令,屈服,违抗,无视,容忍,,,,,,,,,
nsym,管教,教养,体罚,教导,打骂,训斥,,,,,,,,,,,,
vsym,逃学,,,,,,,,,,,,,,,,,
nsym,表达能力,表现力,,,,,,,,,,,,,,,,
nsym,成绩,名次,好成绩,战绩,佳绩,总分,优异成绩,总成绩,学业成绩,学习成绩,,,,,,,,
isym,离家出走,离家,私奔,,,,,,,,,,,,,,,
vsym,嗜睡,失眠,呕吐,便秘,眩晕,腹泻,消化不良,头晕,,,,,,,,,,
asym,激动,兴奋,,,,,,,,,,,,,,,,
asym,急躁,自负,蛮横,鲁莽,轻浮,,,,,,,,,,,,,
vsym,呼吸,排便,吞咽,换气,排尿,肺部,气管,新陈代谢,痉挛,颤动,,,,,,,,
adescription,乱,内乱,乱事,变乱,祸,大乱,作乱,兵乱,久之,暴,,,,,,,,
vsym,控制,掌控,操控,支配,压制,操纵,管控,依靠,,,,,,,,,,
vsym,呼吸,排便,吞咽,换气,排尿,肺部,气管,新陈代谢,痉挛,,,,,,,,,
vsym,感到,深感,觉得,令人,倍感,,,,,,,,,,,,,
adescription,孤独,寂寞,孤寂,孤单,忧郁,悲哀,迷茫,,心碎,可怜,,,,,,,,
vdescription,衰退,衰落,萎缩,衰败,没落,停滞,衰弱,,走下坡,衰微,,,,,,,,
asym,开心,快乐,惊喜,,,,,,,,,,,,,,,
asym,恐惧,不安,焦虑,愤怒,厌恶,绝望,害怕,畏惧,惧怕,憎恨,,,,,,,,
nsym,记忆,梦境,心灵,潜意识,无意识,失忆,清醒,知觉,,,,,,,,,,
vsym,耳鸣,呼吸困难,痉挛,病症,口干,失眠,,,,,,,,,,,,
vsym,坚持,坚决,坚定,无视,坚定不移,执意,坚信,尽力,,,,,,,,,,
vsym,锻炼,磨练,练习,锻炼身体,锻练,体能训练,跑步,强健,,,,,,,,,,
vdescription,匮乏,短缺,紧缺,贫乏,稀缺,严重不足,缺少,过剩,依赖,,,,,,,,,
vsym,遇事,做事,进退,凡事,,,,,,,,,,,,,,
vsym,退缩,,,,,,,,,,,,,,,,,
nsym,社交活动,娱乐活动,户外活动,社会活动,,,,,,,,,,,,,,
vsym,封闭,堵塞,,,,,,,,,,,,,,,,
nsym,语音,音韵,音位,话音,音调,口语,词汇,字词,句法,,,,,,,,,
vsym,应答,,,,,,,,,,,,,,,,,
adescription,迟钝,幼稚,笨拙,懒散,胆怯,,,,,,,,,,,,,
nsym,危险性,伤害性,威胁性,危险,危害性,敏感性,可能性,致命性,刺激性,破坏性,,,,,,,,
vsym,行动,军事行动,秘密行动,,,,,,,,,,,,,,,
vsym,缄默,,,,,,,,,,,,,,,,,
vsym,不语,,,,,,,,,,,,,,,,,
nsym,面容,容貌,相貌,面孔,模样,外表,外貌,脸孔,样貌,样子,,,,,,,,
adescription,憔悴,疲惫,疲乏,,,,,,,,,,,,,,,
nsym,目光,注意力,眼光,,,,,,,,,,,,,,,
nsym,体质,体格,,,,,,,,,,,,,,,,
asym,空虚,疲惫,松懈,,,,,,,,,,,,,,,
nsym,劲,,,,,,,,,,,,,,,,,
nsym,价值,商业价值,重要性,效用,效益,意义,经济效益,,,,,,,,,,,
nsym,罪恶感,内疚,精神上,苦痛,恐惧感,,,,,,,,,,,,,
adescription,持久,长久,,,,,,,,,,,,,,,,
isym,不能自拔,,,,,,,,,,,,,,,,,
asym,苦闷,悲哀,向往,苦恼,迷茫,失意,忧伤,孤独,感伤,伤感,,,,,,,,
vsym,决断,,,,,,,,,,,,,,,,,
vsym,悔恨,懊悔,内疚,愧疚,绝望,悲伤,难过,后悔,忧伤,悲哀,,,,,,,,
vsym,失去,丧失,挽回,夺去,保住,耗尽,失掉,一落千丈,得不到,,,,,,,,,
nsym,自信,热情,勇气,自信心,坚强,真诚,毅力,自觉,热忱,固执,,,,,,,,
asym,多疑,懦弱,性情,凶暴,狡诈,阴险,暴虐,反复无常,狂妄,叛逆,,,,,,,,
nsym,脾气,暴躁,性格,个性,神经质,易怒,天性,倔强,固执,好胜,,,,,,,,
vsym,变坏,变差,,,,,,,,,,,,,,,,
asym,易怒,神经质,暴躁,,,,,,,,,,,,,,,
vsym,厌食,,,,,,,,,,,,,,,,,
vsym,腹胀,便秘,,,,,,,,,,,,,,,,
vsym,腹泻,呕吐,腹痛,咳嗽,发烧,病症,过敏,高血压,消化不良,头痛,,,,,,,,
vsym,胃痛,失眠,咳嗽,,,,,,,,,,,,,,,
