匿名用户,当我测出重度抑郁，中度焦虑时，家里没有人愿意相信，包括我自己。当时我甚至有幻听出现，才想着去三甲医院检查一下。结果如上。而当我把自己情况告诉最要好的几个朋友时，一致反应都是不相信。“怎么可能？你那么活泼，简直是小可爱。”，“不会吧？你是不是最近写论文压力太大了？”，“啊？不会吧？是不是医院问题？是不是医生想坑钱？”甚至在班上，我情绪低落时，那个被班上称为大方的内蒙大哥直接说了句，“戏精。”他以为我没听到。等到现在9月份写完论文，朋友问起我的情况，也是认为我是学习压力太大了，觉得现在也是没什么问题的，该玩玩，该逛逛。我也没再提起过。只是回到家，常常突然发脾气，突然躲在角落那边哭。一直觉得我没用，没有人理解，没有人喜欢我。偶尔脑海里还有个声音在说，“去s吧去s吧去s吧”，不断回旋。很多时候，一个人就能在家一天，什么都不想干，只想躺着，不想动。大抵就这样吧。,266,214
Marcus,只要给医生钱，别说抑郁症了，癌症艾滋医生都可以随便说的。题主要的就是这个答案呗,83,3
一只三文鱼,既然题主你强调了那么多遍反正你就是不信别人有，那你何必来问?这里有这么多人回复你了，你还要补充说反正我是不信的，那你希望我们告诉你什么？我看了你的三次分割线，我相信你就是希望我们告诉你，你这同学这么活泼开心，肯定是靠装的才确定是，你很想撕破她的假面具，然后在别人面前bb她那么开心怎么可能是，如果你想达到这样的效果，你可以去问她去哪看的，然后拉上全班同学逼她一起去证明她是装的。你还可以更刻薄一点，我也能说的更刻薄一点。,95,2
微白世界,抑郁症是难过，特别特别难过，心就像刀割一般的难过，敏感，而且你控制不住它，你看电视看不进，看书看不懂，做事拖拉，为啥？因为太难过了，你根本不想动！！这是发作的时候，没有发作的时候就是平静，但是也感觉不到快乐，看到好笑的也会哈哈大笑啊，但是就是感觉不到快乐的笑，那只是本能反应。社交也可以装作很正常，因为难受只有你自己知道啊，我在学校天天各种段子飞，但我确实也是整夜整夜的失眠，害怕，之所以还能嘻嘻哈哈是因为我患病之前就是一个开朗的人，自己习惯了,56,15
受害者,我可以告诉你我就是一名抑郁症患者 但我敢保证 在外人看来 我绝对在正常不过了 甚至是个很乐观的人不是怕别人知道 因为我不想让自己沉浸在这样的痛苦中 我需要用这种演的方式转移注意力掩盖痛苦的感觉 但我内心深处非常痛苦 我不敢告诉别人 甚至在担心自己能否坚持完成学业 那种持久的失落 抑郁 痛苦 正常人根本无法体会 对我们来说 活着就是一种痛苦 所以自杀其实是我们趋利避害的一种选择 就我自己来说 我每次自杀都不是因为冲动，而是经过深思熟虑的 在我的观念里 活着才需要勇气 死反而是 一种解脱 所以 你的朋友还知道去求助 就已经很难得了,85,27
盐一颗,更新：总结一下吧，我只是想用得抑郁症在金钱人际方面并没有什么好处来反驳题主而已。这点是我没说清楚→_→ ←_←对于大部分人来说，你得抑郁症他们根本不care啊，而且还会反驳你抑郁症不存在之类吧啦啦，所以告诉他们反而会徒增自己的烦恼，并没有什么好处。看抑郁症也很贵，问诊加配药没个六七百看不来。而且这个题目的母题应该是由医生医学生来回答，只是题主居心不良，被大家群起而攻之了。原答案：量表太贵了，有大学生医保也嫌贵。几百块钱呢。有谁会废着这种心思去装病呢？除非特别特别有钱→_→ ←_←反正我得抑郁症的时候，装正常装得很好，只是后面装得累了，不想装了。跟妈妈摊牌，然而跟妈妈说，妈妈并不信啊，然后妈妈对我开始一顿教育。你以为你得抑郁症之后，哇哇哭就会有人来关心你吗，然而并没有，连个理解你的人都没有。so跟别人说自己得了抑郁症有什么好处呢摊手………,47,31
匿名用户,会有专门的测试，还有和医生交流的，医生是可以看出来的，抑郁症患者一般眼神比较空洞，思维比较涣散，然后说话的时候会比较没头绪一些，有些不敢眼神对视（我就这样），反正我认为医生可以从你的语气中看出来个不少，毕竟这么多病人对吧至于题主你题中的情况，我觉得如果是的话，也是可以表现的和常人一样，社交一些东西的话挺挺还是可以撑过去的，除非很严重很严重的地步，如果不是的话，他查出来这个有什么用呢？配药很贵，而且正常人吃了会有什么副作用还不知道我刚开始去的时候就是不知道什么抑郁症什么的，只认为是小焦虑，然后做了脑电图和一些测试，第二次去还做了心电图，抽血什么的，医生问我要住院还是什么的，当时把我家长吓去了，但当时我还是没什么实感的，年纪小还不知道。每个人的情况不一样，像我在人前也和正常人无异，笑的比谁都大声，状态好的时候会有一种异常自信的感觉，然后就社交很正常，状态差的时候，会装，即便心里很难受也要完成，也不知道怕什么。抑郁症没有模版，不全是食不下咽想自杀还有一点，抑郁症患者的测试一般都是根据近段时间的状况来选择选项的，所以程度可能会因为阶段的不同而有差异的，不排除刚刚患上的可能,32,12
Eidosper,题主如果是城市孩子，那试试能不能装出农村孩子的样子？吃过很多苦，是几乎装不出来的。,67,20
IamStillAlive,去医院做测试被诊断为抑郁症这个倒是可以通过了解抑郁症患者的各种症状.从而在试题上作假.然而.抑郁症这玩意儿哪有那么好装.假的抑郁症一眼就能看出来.低劣一次.那些满嘴风凉话说什么抑郁症算什么病的老哥.我从来没这么希望你们这样的人会患上这个病.没错.说的就是你们.,48,16
海猫,。。。。。评论走向开始暴走了，虽然我也看不过眼某些行为，但是怀疑是件被允许的事吧？只不过怀疑不应该成为伤害别人的理由。在骂人的那些，是否也在做［与题主“可能”存在的恶意相似］的行为呢？——————————————————————————————粗粗了解几个抑郁状态的指标，并不能让你去判断一个人是否抑郁，只能够给你自己拥有一个预警。抑郁症的评定没你想的那么简单，因此很多专业人士会对自述有“抑郁症”的人建议去医院做具体的专业评估，而不是自己在网上搜个量表自己做一下。——这就是对你想要的问题的回答：医院的心理医生、精神科医生，对于各类你不熟悉的心理疾病，心理问题，几乎是阅人无数了，阅人之前至少在这个领域埋头苦钻了四年以上，通过最少两场以上的专业相关的考试。而像是你和你提到的这个人都是非专业的，所有的心理名词都源于网上各个渠道，比如百度百科（笑）。虽不能铁口直断所有的医生能够做到万无一失，但会比一个人自述“抑郁症”靠谱的多。以及一个人表现在外面的行为一定会和内心一样吗？恕我直言，她表现在外面的只是她想表现给你们这个距离的人去看的。既然她没打算把自己抑郁的那一面（不管有没有）表现给你，你可以默认你不需要因此对她做出什么回应，比如同情帮助之类。。。同理，没在表现给你之前你也的确无法确信她是抑郁症，但你也无法确信她没有抑郁症呀？——因此也不要去造成一些可能存在的伤害。,22,1
梨梓Lytze,中度以上的抑郁症一般都会有生理上的症状。可以做诊断的量化指标包括技激素水平，神经递质水平，心电图，脑红外活动图等。我当时诊断时就测量了脑红外活动地图，经测定显著的低于一般水平才给出诊断的。既然你认识的这个同学被诊断了中度的抑郁，那一定是有生理上症状的确诊的。,38,4
匿名用户,先认真地对题主加上去的会不会成功假装抑郁症的问题回答一下:不会。回答完了，然后呢？然后大家都洗洗睡了吧，题主就是讨厌那个舍友看不惯人家，然后呢就觉得人家看病吃药矫情博取同情和关注了，于是跑来证实一下自己观点得到一个“看吧这家伙就是装的”的观点。恕我直言，这种思想很恶心。替分发出去的巧克力心疼。,60,7
匿名用户,wtf？？我还真就不懂了 说我来博同情？？说我来恶心你们？？拜托抑郁症这个问题不是我提出的 我只是站在患者的角度上来阐明这个病的感受来告知提问的还有看到这些字的人不要歧视她们不要对他们有不好的猜想 我说你欠我了？上纲上线了吧？你欠我啥了？我让你给我啥了？？？我是来说这个病就像其他病一样 你恶意揣测胃病/残疾/聋哑/感冒 等等 这些人你就礼貌了？那些生病的人就不难过了？你就高尚了？没毛病啊？ 你理解不了你就去看别人的回复呗 这下面不是有个踩的选项吗 你可以点啊 点十下也行 别在评论区和我吵行么 谢谢 没毛病 你真恶心重度抑郁症后转为双向 我父母知道的时候震惊无以复加 所有人 从小到大的路人朋友好朋友同学老师都觉得我是一个温暖乐观积极可爱善良懂事的好孩子 就算分手的前任们也说我很好 【好人卡很多】喜欢我的 说我温暖 说我好的 数不胜数我也知道 那些温柔的安慰别人的 那些拥抱 那些主持组织活动 那些出席重要场合的 聚会中心 和 一周不睡觉不吃饭 痛哭一夜看到天亮持续好几年 自残以后装作什么也没有的 睁开眼看到这个世界全是黑色的 我 是是同一个人昨天吃饭我和我妈笑着 闹着说 妈妈知道吗去年今天我告诉你我需要去医院的时候 不夸张的说这个世界在我眼里已经全然黑暗了 一点点光都没有哦~我不想吓人 我只是真的真的真的无能为力 这个病它欺负我 它不让我好过 它不让我笑 不让我正常 不让我睡觉 不让我感受这个世界的美好 我能怎么办 我也很绝望啊 我尝试过不吃药 只会让自己更难受更失望 我难受啊 我真的难受啊 我怎么办？最后 对于问这个问题的人 我用我空洞的眼神掐死你 你这样的人 小人之心 井底之蛙 用自己的推测中伤一个需要呵护的人。补充一句 对于问问题的那个人 我想说 你不必去关心她内在是否生病 既然她努力表现出了乐观正常的样子 你不如就接受好了 她得病与否与你没有什么关系 如果她明确表示我需要朋友的支持 那么 你就去支持她 陪伴她 哪怕给一个微笑讲一个笑话给她 如果她没有 那么就当一切都没发生就好【我不是没法面对问题 我回答了 看见了么？？】以上。,89,82
YOYO,我就想告诉各位大佬她改描述了图出自这位,39,0
黄kiwi,我当年被医院诊断为重度抑郁输液输到手肿我爱了7年的前男友问我 你没病 你装什么装这句话现在都还在我脑海里 谁知道那段时间怎么过来的多少个想死的夜里怎么熬过来的每天开开心心 憋在心里的东西 除了我别人怎么会知道？真的庆幸当时家人的理解和照顾真的希望这个世界上少一点恶意多一些关爱,18,2
阿丧,,27,10
匿名用户,抑郁症和暴怒症是相反的抑郁的人会把自己藏起来，然后自己不受控制的走向深渊，ta并不会伤害任何人……如果癌症是自己不能控制自己身体里的细胞胡乱生长那么抑郁就是不能控制自己压抑的情绪吞噬自己看你问题的描述，并不相信你的小伙伴会得抑郁很正常普通人是不能理解抑郁的，尤其是每天像向日葵一样生活的人如果你不能理解，至少说明你的生活像向日葵一样既然你的生活都已经像向日葵了就不要再把黑暗留给小伙伴了吧,18,6
小盐,做一点功课的话，医院的测试题大家都能通过，但问诊的时候医生问问题是有技巧的。我觉得就像体内有很多个气球，气球里藏着各种东西，医生每个问题都在试图戳气球，很明显除了问题的答案之外他会更关注气球被戳到的表现。我记得很清楚，在听到医生问“你会不会觉得自己有罪，连累了别人？”的那个瞬间，我的身体快速地抖了一下，泪水立刻涌出来，那个气球爆炸了，我顿时失去力气想要从椅子上滑下来跪在地上，巨大的痛苦把我捆紧说不出话，我只能哭着点头。可是想骗医生的人不会有那些气球。,21,11
胡胡,草草看了一下，一水的怼题主。我只简单的回答你的问题，能不能装抑郁让医师诊断？答案是可以，完全可以。精神病学重要的一个特点是症状诊断，就是主要是你自己表述的症状，抑郁暂时还没有特异性的客观检查，量表也可以自己拿捏。肯下功课，能装的好。,22,17
梦见远野,我不知道此前发生了什么以及许多人为什么要骂提问者，所以我不发表意见。并且为了不被骂我也先声明一下我十分尊重各位病友。然后我想根据我个人经验回答你：其实是可以的。因为这事儿我还真干过。高中的时候有段时间我是特别抑郁的，也有一些自杀倾向自残行为什么的，但是在那些都过去十来年之后，我变成了一个相对还比较开朗的人。后来有一次，我在工作时遭到了相关人士的猥亵，报警后警察也去单位协调，说虽然无法从法律上定罪，但会劝单位领导把那男的弄走。然而领导收了对方黑钱，不肯解决这个事，还逼我原谅对方，以及继续跟对方相处，几次交涉未果后，我不得不选择拒绝上班。然后单位还不准我请假，不给我批，我就想到装病住院，但…别的病不好装，有就有，没有就没有，所以我就跑去了所谓的康复医院，也就是专门治疗精神疾病的医院，去看病。见医生前，我仔细回想了一下自己高中时候那种压抑的心情，把自己沉浸下去。然后…我就确诊了抑郁症，住了一个月的院。我知道这并不是什么好事，许多人也不认同我的回答，但因为是亲身经历，说出来只是想让大家知道，或许也确实有着这样的情况。,15,24
是什么垃圾,我有点想说题主。。。。因为大部分是不会装的啊。。。测试什么的脑电图心电图验血什么的一套下来流程挺贵的。。而且如果医生还给你配药呢？我是五月份确诊的，准确来说一年前心情就很差了，脾气特别燥，急性子这点更加突出。我做的流程当中大概有脑电图心电图抽血心理咨询测试什么的，还加上我的药，在正规的心理医院做的。医生还会根据你的状态评定，比如说一些小动作什么的，还有眼神脸色什么的。其实⑧我想说这种事不是好事的。因为真的很难受。焦虑的时候特别难受。带着装的心态去测试这病的闲的蛋疼吗是。钱不是钱吗？我确诊那次花了快两千，带着玩心态的我想给你一顿爆揍。给医生添堵⑧是？还是家里富可敌国钱没地方败了？,5,0
闲鱼牧云,我倒觉得是可以装出来的是的我觉得可以，毕竟伪装对于人类来说真不是难事。但这和真正的抑郁症就是两码事，你懂，对吗？,7,0
neikoladodo,会的。我记得有个心理学家做了个实验。让几个正常人去精神医院。结果全部查出来有病。然后这个心理学家就开始质疑医疗体系。医院说，你在测试一次。我一定能给你找出来。结果心理学家并没有在找志愿者去。医院说找到了十几个你们派来的人。这个实验挺有名的。我记不得实验名字了。但是，尽量不要台消费抑郁群体。他们也挺可怜的,16,3
忙人李翡翠,也不知道是不是只有我一个人刚知道，原来在国内，抑郁症、强迫症、焦虑症去医院挂的科室是：精神科！虽然说这么写也没错了，但是国内的文化环境，对于精神科的心理暗示还是偏向负面的。这可能也是阻碍这一类人就医意愿不怎么高的一个原因吧。这也是我在采访一个催眠师时才知道的，他还讲了其他方面的一些原因↓国内抑郁症就医现状https://www.zhihu.com/video/1174732825051516928,3,16
