匿名用户,除了自己的男朋友，只对唯一一个不在同一城市的好朋友说过自己曾经想自杀。但后来发现，男朋友，（历任）根本就不在乎，在他们眼里，你听不容易的，但最终也只不过是自己自暴自弃而已。这个社会，其实真的很残酷。,124,43
shou qiu,长期抑郁症想死的，基本都会说出口，不说而死的，则是短期冲动型。抑郁症会对整个世界的失望，长期抑郁症的，有导火索，但是多已经随着时间流逝而模糊不清（不再重要），而仅仅停留在对世界的拒绝上。短期的会慢慢走出来（可能是用死亡）。如果不是真的特别重要的人，或者自己不是真的特别友善，有长期战斗的准备、智慧的视角和策略的话，对抑郁症患者的帮助要适可而止，互不影响，不要让对方形成依赖，避免最终彼此受伤。有时候就是一句简单的理解的话，一个简单的笑容，避免长谈，避免他视，普通对待，避免过分温柔。长期抑郁症患者，很容易对自己的状态形成依赖，以此将自己与世界隔开——我是不同的——来保护自己，所以。。。总结就是，理解和普通的友善吧。对了，抑郁会伴随长期抑郁症患者一生，像痣一样，变得正能量十足的话，也都是假象，所以随它而去吧。补充：这两年来，很多朋友来寻求帮助，我觉得很无措，所以一直什么都没回复。但是你们每一次的询问都让我心揪起来一次，所以我想了很长很长很长的时间，写下这些文字，不敢说是有效，但如果真的无处可去，只是作为启发，至少希望能先给自己一个机会，这么尝试一次。今天， 先坐下来冥想5-15分钟，就是打坐，不要在意姿势，什么都不要去想，尽力摒除一切思绪，直到平静下来为止再拿一张纸、一支笔，坐在桌前，花30分钟或以上的时间，好好想一想，你理想中的生活是什么样的？写下来，并且画下来（不要在意是否好看）休息第二天，同样先冥想5-15分钟再拿一张纸和一支笔，花30分钟想一下，真正能让你鼓起劲做的事情是什么休息第三天，冥想5-15分钟拿一张纸和一支笔，想一下以下问题，并以罗列的方式（1、2、3..）一一记录下来：我是一个什么样的人？我的动力是什么？我擅长什么？我喜欢什么？我喜欢的事情、东西、人出现在我的周围吗？它们/他们在哪儿呢？接近/拥有他们的办法是什么呢？我无法接受什么？它们在我的周围吗？使它们离开/离开它们的办法是什么呢？第四天，冥想5-15分钟拿出前三天的三张纸，并排放着，在这三张纸中，用红色的笔圈出其中迫切想要完成的1件事情休息第五天，冥想5-15分钟拿出一张新的纸和笔，写下第一件想完成的事情，想一想，完成这件它，需要做哪些事情：1、2、3...去做吧第六、七、八...天，持续每天冥想5-15分钟把第一张纸，你理想的生活，贴在墙上，不要忘记了然后，继续做你想要做的那1件事情第十五天，冥想5-15分钟取下第一张纸，再拿一张纸和一支笔，放在第一张纸旁边，好好思考一下，达到这样的生活短期、长期需要做什么把第一张纸贴回去，把这张新的纸收起来，放在自己宝贝的地方休息在你准备好的那一天，拿出第五张纸，一件一件去完成它。其实，我们首先需要做的是——触摸自己和这个世界。1、至少好好和自己交谈一次，用5天的时间2、好好去看一下自己、周围的世界，感觉“现在”、感觉此时此刻你的世界，每天用冥想来和世界真正相处一次3、找到珍视的感觉和珍视的那个东西4、永远永远不要忘了。,217,87
范新刚,抑郁症的发病时 表现--懒--不愿动、不愿出门、不愿见人；呆--不愿说话、脑子反应慢、话少；愁--愁眉苦脸、唉声叹气、悲观消极、度日如年、生不如死--,97,28
夜辰,事实上，强抑郁患者的隐藏能力一般都不低，如果你想发现征兆的话，只能从细节着手，奇怪的话，稍微有些不协调的语言，对方喜欢的歌，图片，选择的签名等等，大多数情况下，不论如何，自杀者都有相关的不协调情况，而求教的语言也隐藏在其中。很痛苦，很痛苦，好难受，好吵，不知道怎么好，对不起，这些心情，有时候会隐藏在微妙的话语和相关的习惯中，因为人是无法真正完全隐藏心情的，即使没有确实想法，也会留下一下，这就是唯一的征兆。恩，就我个人而言，发现了至少4人以上的情况，虽然作为咨询效果不一定好，但至少对他人能带来片刻的幸福，对我来说就算是不错的结果了。,61,7
匿名用户,那些话倒是可以看成“求救”，算是人求生的本能在求救吧，我不知道别人是不是在自杀之前毫不犹豫，反正就我的经验来说是会犹豫的，大概算是抑郁想死的想法跟求生本能做斗争吧。即使知道是求救你能做什么呢？别嘲笑就行了。我在割腕之前的一段时间在没有熟人知道的豆瓣微博等地方，写过很多次自己想死以及质疑生命表达自己痛苦的这样直白的话，在全都认识的人人跟QQ空间上写过“想同上帝握手言和”“想永远停留在那个夏天”这样的话，我想不管是认识我的还是不认识我的，大概都在觉着我矫情没想过我是真的在想死吧，当然我没死成所以看来还是矫情。对了我还用Q漂流瓶问过陌生人我想死，要不要去死，别人回我的都是去死吧，好像还跟人发过豆邮别人也说的你去死吧。说起来实施第一次是割腕，刀片太钝就割半天没割到动脉，太疼了就放弃，也就是留了条疤，其实有人看出过我手上的疤是怎么回事，但是我没有承认过。割脉没死了就喝药吧，夜里对着一瓶药急出一身汗，死跟活就是一念之间，后来也没死，所以别人说我是矫情我也认毕竟我没有真的死掉。现在基本康复了不会想死了。,22,19
徐湘楠,这些不是求救信号，抑郁症患者的求救信号是把自己当成一个破罐子，然后破摔……你觉得一个人烂好人，又自卑过度，多半抑郁，如果只是压抑得难受，有可能是穷的——另外大部分抑郁患者伴有焦虑，焦虑是痛苦的根源。,82,27
猫尾巴被踩,真可笑，真想死的人绝不会【求救】，但是如果你够细心，是可以察觉决意寻思的迹象拿我过去的经历来说：烧毁书信手稿、财物移送他人、断绝社会交际（现今就是手机打不通、通讯软件无回应等失联现象），见了本人会看到一个蓬头垢面饮食不周的怪物正在翻弄私人物品然后丢弃掉即使是抑郁，也分大致两类如果是我过去这类缺乏实际攻击性，情绪持续走低的，厌世逃离的三观下，会在智力许可的范围内将自己存在于人世的痕迹尽量扫除掉，以期不影响任何人生活的安安静静的【走开】，这种是阴性情绪主导的另一类具有某种不确定攻击性，情绪会因为厌恶而愤怒进而有报复心理，轻的是卧轨、撞车、跳楼这类具有行为艺术表演性的想要引起社会注意的，所以说这类行为可能是不想死的人为了【求救】，也有可能是以死作为报复性表演；重的就有同归于尽的恐怖主义行径，如带汽油公交自焚，甚至身绑爆炸物找人多的地方自爆，假设其并不是某种类似圣战的理想主义三观，仅仅是个人绝望痛恨死前带走一波陪葬的话；这类在实施自杀的时候会有近似冲动的高昂的阳性情绪，但你很难说是积极情绪，董存瑞黄继光那是为了战友牺牲自己和敌人同归于尽，可这些人已经孤身一人没有队友了，所面对的任何人都是敌人，你会向敌人【求救】吗？你会自残自毁来威胁敌人已获得帮助吗？无论是以上哪种，都不可能积极的与人交流，更不会频繁谈论死亡和研究怎么死的手法对于认为谈论自杀研究自杀就是值得关注的意见，我觉得灰常可笑，大多数不吝于公开做这种事的人每天喊【郁闷】每周说【想死】，就和当今社会整天说【找死】【去死】一样咒骂的人一样普遍，就现今这个信息时代环境下，说死作死还离死很远，会叫的狗不咬人，弱智都知道让别人知道就会被干预阻止，抑郁不是智力低下，抑郁恰恰能集中注意力在一些事情上从而比没抑郁功能的人口更成熟的思考死是灰常简单的事，活着才难，所以我们遇上困难才想用简单的方法解决，常有未成年小妞在我面前瞎叫唤怎么死才好，我只会回答最简单有效的方法：摸到你的颈动脉，用刀片划开，血喷涌出来开始十分钟内脑死亡她们会说：我摸不到颈动脉……【那你tmd就折腾点别的来撒娇！别tmd拿死在我面前唠叨！我就算能原谅你的无知天真，也还是有受到刺激好么？】这话我是不会说的，她们需要的只是别人的关心，何尝懂得关心别人？你千万别跟任何人谈任何事情。你只要一谈起，就会想念起每一个人来。——J.D.塞林格（Jerome David Salinger，1919年1月1日－2010年1月27日）,37,40
徐大喵,引用自网络“抑郁症的DSM－IV诊断标准A.在连续两周的时间里，病人表现出下列九个症状中的五个以上。这些症状必须是病人以前没有的、或者极轻的。并且至少包括症状（1）和（2）中的一个。1. 每天的大部分时间心情抑郁，或者是由病人自我报告例如，感到伤心，心理空空的），或者是通过旁人的观察（例如，暗暗流泪）注意：在儿童和青少年中，可以表现为易激惹，而不是明显的心情抑郁。2. 在每天大部分时间，对所有或者大多数平时感兴趣的活动失去了兴趣。或者通过病人自我报告，或者通过旁人的观察。3. 体重显著减少或增加（正常体重的5％），食欲显著降低或增加。注意：在儿童中，考虑缺乏正常的体重增加。4. 每天失眠或者睡眠过多。5. 每天精神运动亢进或减少（不止是自我主观感觉到的坐立不安或者不想动，旁人都可以观察得到）。6. 每天感到疲劳，缺乏精力。7.每天感到自己没有价值，或者自罪自贬（可能出现妄想）。这不仅是普通的自责，或只是对自己的抑郁感到丢脸。8. 每天注意力和思考能力下降，做决定时犹豫不(自我报告或者是旁人的观察）9. 常常想到死（不只是惧怕死亡），或者常常有自杀的念头但没有具体的计划，或者是有自杀的具体计划，甚至有自杀行为。B. 排除双向燥郁。（双向燥郁的诊断标准，请参见 燥郁症）C. 上述症状对病人的生活工作或其他重要方面造成严重影响。D. 上述症状不是由于药物的生理作用（例如，服药，吸毒，酗酒）或者躯体疾病所引起（例如，甲状腺分泌降低）。E. 上述症状不能仅仅由丧失亲友来解释。（如果有丧失亲友的事件发生，那么上述症状必须在事件发生后的两个月后仍存在，而且伴随着显著的生活工作方面的功能缺损、病态的自罪自责，自杀观念，精神症状，或精神运动迟滞。）”=================个人觉得，重度抑郁自主求救能力弱，尼能感受到的是一股弥漫在他身边的低落情绪。而说不说想自杀之类的话，其实跟我们喊我要减肥一样，可能是真的要减肥，可能是希望别人来督促窝，也可能是喊了能让自己心安，情绪得到宣泄。它只是一个不具备决定性的参考依据，而想要帮到抑郁的人，需要的是全面系统的观察诊断。诶，我是不是答偏题了…,39,9
MarkieGeroge,有抑郁症千万不要封闭自己,14,19
匿名用户,看话是怎么说的。“我得了抑郁症，我要自杀。”和“想要自杀，然后得了抑郁症。”二者，显然是后者需要帮助。那些绝望深入骨髓的抑郁症患者，在他们的意识里往往抑郁症是自杀意愿的伴生物。他们通常不会在抑郁症的痛苦上过多纠结，和他人的沟通也不会强调抑郁症这一点，而会在交流中会反复验证要不要自杀这个话题，往往比较隐晦，通常会包涵回忆，亲人，家乡这些东西。真正要自杀的抑郁症患者，和他人顺畅交流的能力，和他人探讨自己的意愿这方面的能力都很弱。还能比较顺畅的交流，无论展示的是什么信息，暂时不用担心会扑街。,12,1
清泉浅井,应当寻求专业治疗。否则很危险。,2,5
