Doria Wu,(｡•ˇ‸ˇ•｡)写了好多突然觉得没意义就删了大概对于人生也是如此,403,42
Hardcandy,像是世界变成黑白的了甚至开始怀疑过去的色彩斑斓都是自己的幻觉世界本就是如此灰暗,15,0
匿名用户,写这篇文之前，我也不知道我什么时候会选择结束自己的生命。我只知道，活着，对于我来说。没有太大意义。抑郁症应该和年龄没有关系，现在的我，还有二十多天便十五周岁。我的人生，糟糕的不像话。&#34;我的抑郁症来自于家暴……&#34;这几个字的确十分刺眼，可我确实是活了噩梦般的十五年。我的父亲，曾一度的视我为敌。甚至是他眼里的……狗屎。我是一个女孩，他眼里最不配做他女儿的女孩。他也从不把我当女孩看。可我，的确和他有血缘关系。为了这个，我曾几度想着各种自杀。为什么要活着？活着对我来说只是更快摧毁我的精神罢了。我永远也忘不了我从小到大那各种大大小小的伤疤。它们总是被我撕开痂，看着血流了出来，我笑。我的所谓的父亲总会找着不同的理由虐待我，有时候我说话大声了点他就会上来一耳光。重则，我身上全是淤青，触目惊心。可我，很少哭过。那样会让我觉得很懦弱。虽然，我一直很懦弱，甚至连死亡，都不敢正视它。我也曾有过杀意，看着他那张恨不得吃了我的脸，这个我从小到大的噩梦。我全身都会开始发抖....如果他不是我血缘关系上的父亲，我想我会毫不犹豫的.....然后再自杀。这就是解脱。可是我办不到。我有母亲，我还有弟弟。他只是虐待我而已，却没有虐待他们。他的女儿已经，已经有病了。不仅仅是成绩一落千丈，也患上了社交症，抑郁症，强迫症。什么都怕，唯一不停止的，是无穷无尽的逼自己。逼自己吃饭，逼自己睡觉，逼自己运动，头痛到崩溃的时候逼自己吃药……什么都得逼。我不知道自己病了多重，不只是我父亲暴打我，我也不断虐待自己。我只是觉得，我已经完了。父母有时候也会因为我争吵，我母亲很是心疼我。可是，那毕竟是她丈夫，而我，他只不过奉献了一颗精子。我永远也忘不了，那时候每天夜里父母都睡着后，自己灯也不开，一个人在家里走来走去，一摸脸，上面全是泪。躺在床上，感觉像是溺水的人一样，传来一阵阵窒息的感觉，我告诉自己，你不能哭，你得忍着。就是那时候，我想到了死。我开始变得精神恍惚，经常拿着一把刀对着自己的手腕。想着这样一刀下去我会不会得以解脱。直到有了血印子，我才反应过来，因为，我怕疼。我也曾站在不同的高度强迫自己往下看，我恐高很严重。想象着自己怎样才会死，下来的时候，一身冷汗。嚎啕大哭。我怕疼，可我疼了十五年。这十五年，没有一瞬间，让我感受到亲情，父爱，温暖的伟大。都是转瞬间，奢望。小时候，我的父亲打我。我不断的求饶，哭。甚至打烂了衣架，蚊拍，木棍……最后，都是我妈救了我。甚至连睡觉，我都要搬张凳子堵着门，然后躺在床上，眼睛也不眨一下，彻夜天明，直到天跟鱼肚一样白。我才敢闭眼。尽管还是睡不着直到最后，看到朋友的父亲对她百般好，把她当做公主一样捧在手心。男孩要穷养，女孩要富养。我开始明白了，就是这个命。我正处于花季，我的心态却是古稀之年，多沧桑的样子。我厌世，我对这个是世界没有爱，只有恨。不停的恨。我很疼，可我不愿软弱。可我无能为力，对待我的命运。写这篇文的时候，我很平静，没有一滴眼泪。对待生活，我已经看得很开了。死亡，不是看不开，而是看开。想起在这个问题的另一个答主的回答——&#34;感觉生命还有很长，可是一生已经早早结束。&#34;也许到了我二十多岁，我能脱离这个家。那个时候也许我的病就会好。但以后，没有人知道。我还会不会顺利活着，也没有人知道。文采不好，多多见谅。那些和我一样遭遇家暴的孩子，祝福你真的可以睡得好。不要放弃生活，更不要虐待自己。早日解脱。——————————————————————————————————————————————首先感谢各位知友的关心，有了你们的关怀和建议我真的觉得很温暖。甚至有很多人给我私信让我年纪轻轻看开一点。还有评论啊，我就不一一回复了。但是你们要知道，我都有看，并且是怀着一颗无比感恩的心。感恩你们。最后，还有几句话。希望所有走不下去的，遭遇家暴的孩子。你们一定要好好读书，离开你的生活圈。以后你就会发现，你的未来，说不定真的可以很灿烂。当然，这些都是后话。人活着不容易，但也要破罐子破摔的活下去。这才叫勇士。再一次，感谢你们。晚安。————————————————————————————————分割线 你们好，我回来了。今天我生日，所以我回来了。先说说我的近况吧暑假这几个月，瘦了二十多斤。最近被查出来，有严重的睡眠障碍。还有深度抑郁症。很奇怪，我不是那种随便随意轻生的人。直到我吞下安眠药，我才明白，这本来对我看开很可悲的行为，也很简单，随意。不用担心，我只是想睡个好觉。快开学了。我的所谓，好朋友们，都去了别的地方的重点。今天我生日，他们也没有一点消息。这无疑对我，又是一个打击。它就像一根弦，紧绷着，随时都要断掉。直到今天我爸在我七大姑八大姨面前讽刺我，你不如xxx……你不如。你不如别读。我哭了，在饭桌。眼泪就这么吧嗒，吧嗒，的掉。真丢人，可我还是哭了。那根弦，断了哭完了，恩。生日快乐。2015.9.10第二次更新分割线------------------------------------------------------------------------------------------------ 本来是把答案删了的，但是今天又把它弄回来了。现在已经是高一下学期，最近胃病很严重，以及稍微熬夜不注意心口经常疼得就跟剔到了一样疼痛。本来准备拍片，但是因为时间问题安排不妥当，没去。最后，送大家一句话。“生于斯，毁于斯。无尽欢乐，无尽绝望。只有有人疼爱你，你的悲伤才有意义。”晚安各位，祝你们过得好。2016.4.24第三次更新分割线————————————————————————————————————————————————嗨 你们好啊我又来更了前段时间去中医院拍了胸透 医生说没有问题然后就开了一堆安神补身子之类的给我这段时间 我心境也算越来越好了 不管内心还是外表 都有很大的改变我和我父亲的关系这段时间也改善了很多不知道是不是暂时的 但是 都好九月份我就高二啦不知不觉也离长大又更进了一步欢喜。2016.8.13第四次更新————————————————分割线趁着最后一个月来再更新一次目前我在离家两百公里左右的学校里读高二 大概一个月回一次家出去读书的感觉就是自立了很多 毕竟什么都要一个人来干大概是因为不在家的缘故 日子也似乎过的平静如水现在的愿望依旧是快长大 有能力养自己谢谢你们啦 你们还好吧差不多也该说新年快乐了 愿你们岁岁平安2016.12.3 第五次更新这几天，五一假期。回了一趟家里。饭桌上，我父亲夹了些菜给我。我有些诧异，但接着还是更多的沉默不语。可能一长大就会明白，很多东西抵不过隔阂。童年的阴影，需要一生来偿还。我现在过得还好，加油，晚安。2017.5.1第六次更新,24,47
傲慢与小清新,     做为一个患抑郁症七年的人，看到这个话题突然愣了一下，不知道是看到十几岁这样美好的字眼而心痛还是想到这七年艰难的斗争却没有放弃自己而庆幸。   以下是我这七年的感受和体会，并附上一些有用的调节方法，全用手机码的，希望能在一定程度上帮助大家。     抑郁症的表现有很多，或者说它带来的消极方面真的可以摧毁一个正常的人。普通的沮丧、难受、痛苦不足以说是抑郁症，可能是有抑郁的倾向，但是它有一个限度，并且你可以通过转移注意力得到大多数救赎。但是当你是抑郁症的时候，就会觉得陷入无边的黑暗，心理和身体上都备受摧残，并且你会慢慢变得自卑，敏感，小心翼翼，努力打起精神却没法控制思想，慢慢变得越来越不像自己，不断地坠入一个深不见底的黑洞，那种无助，是痛苦的，是让人绝望的。那种痛苦却不是普通的痛苦，是你觉得生活放弃了自己，生命里再也没有希望的痛苦，是没法被救赎的。这种精神的痛苦还会带来生理上的，可能表现为失眠或者嗜睡，头痛，记忆力明显下退，反应迟缓，做什么都无力，挫败感和自卑感不断入侵自己的大脑，整个思维都是混沌的。你不断得想要清醒，想要平静一点，或者说能好好的睡一觉都觉得是奢望。    1首先，当你面对抑郁症的时候请不要害怕，你要做的是去了解它，在了解它后去接受它。                                                                             了解它的过程很简单，到处都能查到它的相关资料。但是接受它很难，刚开始你会不断地挣扎，质疑自己为什么会变成这样，不断得给自己施压，或者用自残的方式去面对，让自己觉得自己还活着。以前我病急乱投医，整晚整晚睡不着，感觉控制不住自己的思想，每晚在寝室哭，到后来已经哭不出来了，我知道自己病了，但是不知道为什么会这样，我不断得压抑自己，鼓励自己，伤害自己，去医院检查大脑，然后医生给我开了很多安眠药，我害怕，我绝望，但是我没有勇气去找心理医生。这样的反复，让我在整个高中痛不欲生，回想那几年真的觉得很黑暗，高考基本属于放弃状态，不出意外高考很失败，然后我更加没有自信。这样做不好每一件事情的状态持续到大学，在大学里，时间多了，慢慢脱离高考的压力后，你会比以前清醒一点，然后有很多新鲜感，不过这个需要你自己调节，慢慢得我知道了原来我是抑郁症，我也不会因为我有抑郁而觉得羞愧，我终于能接受它了，接受它让我在某个小事上突然情绪崩溃、接受它让我错过了人生中美好的那几年、接受它带来的身体伤害，就像你感冒的时候，可能有头痛，鼻子不通的症状，那我接受抑郁带来的失眠，带来的神经和心理的痛苦，在我每一次努力后，我发现我抑郁的周期变短了，以前我可能需要一个月去调整，再后来需要一周，或者更短，最好的情况是能够对负面情绪马上调整，让它不至于让我陷入抑郁，虽然这样的情况不多，但是我还在努力的尝试。当你真正接受它的时候，它与你共存，你会觉得很真实，很平静，原来和它和解是一件轻松而让自己快乐的事情。   2你要找到让你抑郁的根源。你可能会从很多方面入手，你可以把所有的因素写下来，慢慢得分析。这些因素可能来自于你得家庭，来自于你的朋友，来自于你对自己过高的期望，来自于你的性格，或者来自于你童年的伤害。可是，亲爱的你，你应该努力的回想，回想当初你抑郁的根源是什么，从哪里开始你的情绪不再那么容易调节，从哪个时候开始你变得不像自己。我在上高中以前是一个优秀的女生，经常被称为别人家的孩子，身边的人都围着我转，父母爱我，家里经济条件也挺好，朋友也很多，感觉自己每天生活得很幸福，基本没什么烦恼，而且天性乐观，遇到什么事情都会往好的方面想。在高一下学期分班后，我选择了我喜欢的文科，班上50多个女生，我和班上最优秀的一群女生成为了好朋友，我是高傲的，我觉得应该和优秀的人在一起，但是后来的结果我没有料到。在我们一群人中，和我最好的那一个她太耀眼，太优秀，什么都比我好，人人都喜欢她，都爱她，在我前十几年的认知下，这种人应该是我才对啊，然后我的心理开始变得扭曲，我恨她，因为她让我只能做她的陪衬，做她的绿叶，但是她又是那么完美，完美到我又不愿意讨厌她，我每天和她相处都是煎熬，我的眼神离不开她，她做什么我都会关注，我一面嫉妒她，嫉妒她的一切，一面责怪自己不应该这样，后来情况越来越严重，我没法控制自己的思想了，情绪也越来越糟糕，但是我在常人面前还要表现得没问题，表现得对一切不在乎。我会因为别人的一个眼神，一句话而情绪奔溃，并且持续一周甚至更久。每天都想着我怎么会这样，疯狂责备自己，厌恶自己，在学习上逼自己，虽然学不进去，看课本都是空洞的，但是我怕落后，怕失败，因为抑郁学不进去，我就打自己，疯狂扇自己耳光，在通宵睡不着后强撑着上课，往眼睛里滴风油精，掐自己的大腿，后来我从住校生变成走读生，回家睡眠质量好了一些，但是心理和精神并没有改变。最后，我自己远离了那群优秀的朋友，把自己封闭起来，不与大家接触，但是又十分在意别人的眼光，总觉得有人在背后骂我，不敢和父母交流，内心敏感脆弱，那个时候只想着死，但是又怕父母难过，在每一次自残后，都会好一点。在高考前一个月，我忍不住了，骗父母回家学习更好，离开了学校，回家玩了一个月，那个时候已经放弃自己了吧，可能知道再这样下去自己一定活不了了。班级照毕业照，我没有去。我把一切痛苦归于她们，归于她们对我造成的伤害。在毕业后，我都不敢去想那个学校，不愿意再走学校的那条路。现在的我多想抱抱当初那个女孩，在那个美好年纪却被抑郁折磨得不像样子的我。在大学的很多个夜晚，我都会想到曾经的那个我，那个因为嫉妒，因为天生的性格比较极端的我，我想去拥抱她，我放下了，我也慢慢和解了，我开始正视我的高中，开始正视我自己，我更加得了解自己了。所以亲爱的你们，不要仅仅陷入当下的痛苦，去找到曾让你抑郁的原因，并通过努力正视它，不要让它掌控了你的人生。  3走出去，努力和别人交流，寻求帮助，不要给自己建立牢笼。当你被糟糕的情绪支配时，可能会什么都不想做，对生活不抱任何希望。这个时候往往会更危险，你可能更加封闭，并走向极端。这个时候，你应该勇敢一点，向你亲近或者关心你的人倾诉，可以是你的朋友，寻找那种真正愿意听你倾诉的朋友，可以是你的父母，不要觉得丢人或者内疚，因为他们真的爱你，真的希望你好。刚开始会很难，你要强迫自己走出去，主动和别人说说话，不一定要说很多，可以是勇敢的和别人打个招呼，可以是对别人说一声谢谢，可以是和别人分享食物。很多时候我们会觉得她们肯定不会理解自己，也怕别人的眼光，但是没关系，你应该学会别那么在乎别人的眼光，问问自己的心里，自己怎么开心怎么做，不要想太多。我的这种情况是在大学才改善的，我强迫自己走出去，我会和第一次见面的人说很多话，我也学会没话找话 ，可能对常人来说这是没价值的，但是对于抑郁症来说，这是一个锻炼自己很好的机会，在你和别人交流中，你的情绪会有些好转，这也可以排解你的痛苦，不需要别人完全理解，但是你可以在交流中得到一些放松。在一次SYIB课堂上，主题是介绍你的同桌，我的同桌是一位优秀的女生，在她向全班介绍我的时候，她说她们寝室都很羡慕我，因为我总是每天很开心，对谁都很热情，感觉没有烦恼，而且我很上进，上大学参加了很多活动，自己也兼职，还摆过地摊。她不知道的是，我就算抑郁也强迫自己微笑，总是把自己当成正常的人对待，也会偶尔通宵失眠，每晚入睡和每天早晨醒来都给自己加油鼓气，不同的是，我不再那么害怕，不再害怕抑郁症会影响我，虽然它也会在某个时间点上让我很痛苦，但是我因为让自己走出去，不给自己加上牢笼，我开始变得乐观自信。   4把“必须” “一定”换成“尽力”抑郁症的人大多伴有强迫症和焦虑症。在很多时候，你对一件事情会很偏执，要么必须，要么就放弃。这个时候达不到你的预期，你就会很痛苦，会质疑自己。可是你有想过吗？这件事可能就是超出你能力范围的，那你怎么可能必须完成它，你给自己的设定得目标太高，或者一件事本来就不是单单靠自己的努力就可以。对待事情，我们不要那么偏执，把它换成尽力就好，尽力可以让你更平静，也可以让你增加自信。在抑郁的前几年，我总是逼迫自己，必须要做什么什么，必须要成功，必须要怎么怎么，导致很多事情都做的很糟糕，然后抑郁就会侵蚀我。后来我做事都是尽力就好，我发现原来我是可以做到的，这样你会越来越自信。  5不要和负面情绪多的人呆在一起，不要同病相怜。你自己的情绪状态本来就是有些问题的，这个时候和负面情绪多的人在一起，你以为你找到了同伴，以为找到了一个懂你的人，大家同病相怜多好。这是一个很错误的观念，他们只会让你更加沮丧，更加难以自控。我在有一次抑郁了几天后，情况稍微好了一点，我突然想到我总是一个人在战斗，不行我需要伙伴来帮助我，然后我上网找了很多抑郁症的群，我加了进去，想得到帮助，但是他们的思维都很紊乱，有鼓励你去自杀的，有一直消极对待的，大多数都是负面的，没有什么实质性能帮助你的。在和他们交流了一天后，本来情绪还没有那么糟糕的我彻底奔溃了，用了半个月才调过来。所以，抑郁症患者不要和那些负面情绪多，厌世的人交流，这不是在自救，是在伤害自己。6如果你的抑郁症是轻度，你可以通过自律来康复。如果你很严重，你需要一位心理医生和药物治疗。一位北京的精神科医生给我讲过她的一名患者，也是一名大学生，她通过自律完全康复，但是这个只对于轻度的，并且自控力好的人。如果你觉得你没办法控制自己，或者说很严重，你需要去正规的医院检查，需要进行正规治疗，不必害怕，因为当你情绪正常的时候你会觉得一切都是值得得。网上也有一些不错的测试，但是不要全信，根据自己的状况而定。我高中是中度到重度的抑郁，但是我没有意识到，如果回到过去，我会接受正规的治疗，宁愿休学。现在我差不多是轻度的抑郁，我能通过心理暗示，各种调节，和心理医生交谈得到一定的缓解，并不会让这种状态持续太久。7最重要的一点:改变你的三观和思维方式抑郁是一种精神疾病，但是它来自于你的三观和你的思维，相同的事情，你会痛苦会抑郁，别人不会，是来自于你们看待事物的看法不同。这个观点是我最近才发现的，前段时间台湾作家李敖去世，我在看他的事迹时，看到他曾说过他不会让自己陷入太久的痛苦中，当发生一件糟糕的事情时，他会马上调整，不让自己的情绪到不可控的地步。他的人品我不谈，但是我觉得他对待情绪的观念正是我所推崇的。我喜欢王菲，不仅仅是因为她得歌，更是因为她的自我意识，那种自由是独往湖心亭看雪的自我快乐。现在我正在重塑我的三观，改变我的思维，这是一个很漫长的过程，但是我愿意不断改变。一件事情从不同的角度入手，你会发现原来事情并不是你想的那样糟糕，只是你的心境改变了而已。最后，我想用曾看到的一段话来结束:现在活着的每一天都是曾经不断努力换来的， 没有结束自己的生命 ，就会有更好的安排。,18,3
Gabrielle,17岁抑郁，现在21。其实是多岁正是心理最敏感脆弱的时候，很容易抑郁。大部分抑郁的人都是在这一阶段的。相比大人而言，青年的抑郁症更容易遭到忽略。毕竟我们的父母都是上个世纪四五六十年代的人，无知又偏执的年代。当时的感觉肯定是很痛苦的，心理压力加上那时候高中，学习压力也很大。后来病情严重无法继续学习就休学了。我一休学，全家都知道我得抑郁症的消息了，我家亲戚非常多，光堂哥表哥表姐什么的就十多个，但是年纪最小的都比我大十岁，代沟很大。结果可想而知…一家子都觉得我得了精神病( ? _ ? )即使现在我已经好的差不多了，我曾经抑郁这个话题在我家也是禁忌…因为我妈觉得别人知道我得过精神病的话…会嫁不出去…,13,13
gintoki,别人为什么那么开心？他们在笑什么？为什么他们那么有希望？,21,3
匿名用户,回想起那段日子，大概用两个字总结就够了：可怕。初三时第一次被确诊为抑郁症，在那之前我试过了各种各样自杀的方法。有天晚上把一把长长的刀带进卧室，反锁上屋门。然后，手腕上留下了两条深深地疤痕。上学期期末时抑郁症再次复发，晚上一个人坐在教室自习，突然就想冲上楼顶往下跳。过马路的时候看着那些呼啸而过的汽车，我的心里想：来撞我啊，撞死我吧。五月份再次复发，被不知情的老妈在电话中训斥到大哭当时耳朵旁突然出现一个声音说：去找刀，刀就在下面，快去把刀拿出来。不过，很明显，我还活着。活到现在。暂时应该不会去死了。清醒的时候明白自己没有被这个世界抛弃。我还想爱，想拥抱未来。,22,19
salt微笑,哭到洗地 最后连眼泪都不再有,12,0
一只面瘫兔,我曾经浇灌了一棵树，有血有肉有灵魂，所有的不安赠与它，所有的愤怒赠与它，所有的遗憾赠与它，所有坏的他通通收下。然后报我以开心，镇静，宽容，隐忍......可是后来它病了，再也没人替我收割这些坏情绪，于是我也病了。那棵树变得枯干，枯叶上都是饿得打饥荒的虫子，它们恶毒又丑陋。而我也变出另一个恶毒又丑陋的我，我们拿着剑对抗，我刺她一寸，她还我一尺，彼此都伤痕累累，但是最终还是报应在我的身上。,18,3
大哥大,对不起，我又跑题了……可能没有得过抑郁症的人真的不明白那种感受……用形象点的语言形容大概就是自己跳进了一个圈，就自己再也走不出来。可以脑补一下哥哥，哥哥的人生之路太多非议了，但他偏偏又是一个那么淡然自己扛的人。不过也许就是这样，才能造就现在的成就。世人怪就怪在这点，事与愿违才觉得美，才会去珍惜。抑郁症，尚且可治疗，不是那么绝望。随着现代都市的快节奏化，越来越多人把这种病症看轻，同理，还有强迫症，密集恐惧症之类。真正的患有这些疾病的人，他们比我们平常所调侃的那种情况严重的多……密集恐惧症有的看到芝麻就会直接晕过去，他们对自身并无伤害性的这种外在密集事物太过敏感，比如衣服上的点，西瓜籽等等，我们平常人可能看到莲蓬头那种东西都会不舒服，但那并没有达到那种影响你自身生活的程度。再比如，强迫症。我见过一个真实的案例是他连正常的生活都无法维持下去，他强迫自己走路必须走到格子中间，踩到边线就觉得自己要四分五裂。抑郁症也是如此，心理学上最怕的最是自己给自己判死刑，所以如果你们周遭有抑郁症患者，多一些鼓励，他们可能就因为这一分爱走出来。 之前生活的阴影压力全忘掉太不容易，但我们可以帮助他们营造一个可以看得到的未来。索性越跑越偏，我再给你们讲件事情。我听我的一位老师讲过这样一个女孩，上小学，从小行为就不太对劲，过于躁动，不听课，手脚不能闲着，一开始家长以为是多动症，也没太在意，父亲是政府官员在乎门面，安排了当地比较好的小学给插进了一个班，拜托了老师帮忙多关照点。 后来发现可能是有问题。因为事情严重到了什么地步呢，就是一个这么大的小女孩动不动就上课脱衣服，突然唱歌，也真的会有男生那么小就去占便宜的，真可怕。后来休学四处去治疗，去上海的一家很权威的机构检查，被确诊为无法治疗。因为这个小女孩的大脑回路是不完整的，她中间断了，这先天性都是无法弥补的，由此可见大脑在所有机能中扮演着完全不可替代的权威作用，于是，这个小女孩就被判了终身死刑。 后来的结果可能更糟心，对不起，我也想讲出美好的结局。父亲因为这一特殊原因被准许生了二胎，于是……小女孩再也无人管……这才是真正的无力感。 前不久看了一个新闻，没仔细看，说的不对的地方请多包涵，大概意思就是哪里有一个专门放精神病人的村子，类似于一个与世隔绝的地方，我当时也感觉到一种深深地无力感。那么多人被家人被整个社会给抛弃，但我们又想不出更好的办法。继续治疗可能家里人花光了所有钱造成一个家庭的悲剧，放弃反而是最不得已的正确选择…… 人类多渺小，请人类再也不要自恃比天高。你们还在看知乎的人，你们多幸福。珍惜拥有。我希望所有人都有英雄情节，看不惯欺凌，放大自己的责任，用最妥帖的方式帮助。 否则我们怎么对得起高等灵长类动物的这个称呼，怎么对得起深厚的历史文化和思想。 写完了突然很难过，因为太多人对不住。,12,5
黄朝威,看过《哈利波特》吗?里面有种怪物叫摄魂怪，抑郁症就是摄魂怪。,20,4
bbbb orbb,感觉自己就像霍金的身体配上了毛少将的大脑。,61,24
尔知,生命。鲜活的生命，空虚的生命，脆弱的生命，需要保护的生命被讽刺的生命毫无意义的生命单薄的生命被爱着的生命无用的生命，被……窥视的生命。和这个世界断开了，没有存在感没有联系。走在街上就会有恍惚感，呆呆的站在原地发懵。空虚，心里空，思想空。与同龄人能一眼看出差别，太孤独。自成一照片，嘛。哈哈。止不住的偏激和消极。它们侵蚀了自己，然后变成尸体。我活着吗？我只是还没死去。曾经死过，但是看见她的眼泪心软了。就算是为了她我也要活下去。自此精分，每当控制不好内心情绪失控时就开始自问自答，忍住不去砸东西和死亡啊生命啊有关的东西。提到一些敏感话题总会小心翼翼的，因为知道她受不了。有时候也会控制不住。控制不住流泪，克制不住人生无趣的欲望。没有食欲淫欲贪欲，就当自己是被尘封的雕塑。或者玩角色扮演，假装自己是个名叫      的人。我是高级玩家。,7,0
小野君,2015开始抑郁 初中的时候不懂什么叫抑郁 只觉得格外喜欢黑暗 喜欢窝在桌子下面蜷缩成一团 喜欢在黑暗中念一些文字 喜欢和自己对峙 抓自己撞墙 活像个恶鬼.为什么不敢死 因为小姑自杀过 得到的是全家人的唾弃.我不想死得没有尊严.后来有短期的走出来 靠着类似于人格分裂的性格切换和音乐.后来不晓得看了什么 网上找了官方量表测试了一下 重度抑郁 我还是不以为然 我还有朋友阳光和空气. 我还能继续在太阳下面奔跑开玩笑.我还能看着夕阳西下和同桌侃大山.我还能在夜晚看到晃眼的光.创伤来源于父母的漠不关心 认为我成绩足够优秀也没有必要管我了.考不好一点在家里把我当空气 仿佛活着就是一种罪过.小姑的死亡也是一种创伤.考学的压力也是一种创伤.由于缺爱喜欢谈恋爱被欺骗也是一种创伤.在万径花丛玩弄感情也是.情绪崩溃是在今年三月 由于情感和学业 来市里读书以后 我原本的成绩好根本算不了什么 周围都是这种人 落差一直存在 那段时间到班级倒数.去医院.重度抑郁 重度焦虑 重度强迫 重度敌对.到这里还是单向抑郁.吃药.后来几次不成功的自杀 因为愧疚和愤怒 天天上课睡觉 成绩班级倒数.最后休学住院 双向障碍.治疗中最大的痛苦是因为吃药和颅磁共振引起的癫痫 不能走路.到现在还在跟父母的抗争中.不可脱身.爱你的人不知道你写了什么做了什么蠢货不理解你到底为了什么.讨厌至亲至爱说什么你只是想太多.我还真不是.体重经历了暴瘦再到暴增.女孩子最在意的事情恐怕我都经历了. 那么以后.人生人山人海人来人往 自己自尊自爱自由自在.,23,15
刘亚萍,已经痊愈了，去年十一月份。八年抗战，落下帷幕了。现在就感觉，生活真TM美好，哈哈 谢谢大家的关心，希望每一个和抑郁抗争的人，都能明亮如初♥————————————————————原答案：14岁开始，现在21岁。人生中最美好的青春已经逝去，人生中最精彩的日子暗若死灰。记忆力减退，思维迟缓，反应迟钝，自我否定，情绪低迷，用脑过度，不被理解，太过要强，求而不得，没有快乐，没有热情，一切都是灰色的，机械地生活，为活着而活着。为这，初中，我的成绩跌下了全校第一为这，高中，我的梦想破灭成二本院校为这，大学，我的精彩灰暗如废墟残垣崩溃的时候，渴望求生绝望的时候，渴望希冀低迷的时候，渴望精彩我多么，多么想成为自己喜欢的人做自己喜欢的事，喜欢也喜欢自己的人以自己的能力去挣取自己向往的前程可是，我连快乐都感受不到热情与奋斗更是奢望，根本没有办法去投入一件事我用脑过度，情况就更严重，不能用脑，说话都头痛如裂，我觉得自己和外界是完全割裂了，我融入不进这个世界，这个世界也容纳不了我，我和这个世界，脱轨了高二高三，我半个月一个月地请假回家，因为大脑就像一个病入膏肓苟延残喘的老人，每呼吸一下都无比痛苦，看着试卷上的字，心率狂飙，呼吸的空气到达不了大脑，不能，再用脑子了，只能闭上眼躺着，睡不着的，头越疼越睡不着，慢慢在绝望的思绪里去消弭大脑的钝痛。我总在想我还有不甘，还有梦想。我的人生不应该是这样。当我知道自己得了抑郁症的那一刻，我有一种如释重负的感觉。原来真的是病了，而不是周围人所说的矫情，虚弱，没事儿找事儿，看着啥病没有......有病就要治，我相信，一定可以好起来。家里条件不好，没钱给我去看，我就自己打工去赚。家里人不理解，我也绝对会撑下去。等我熬过这段最艰难的日子，我会光鲜亮丽地笑着面对所有人，我从来不脆弱，我现在已强大到不需要依靠任何人，而且，我幸福。太矫情了，因为正是发病期，心绪很低落，希望能带来一点共鸣。,7,12
匿名用户,看了一些回答，患抑郁是因为高中时候因为跟同学关系恶化得严重。我不知道其他人是不是这样，有很多造成心理抑郁的原因是很难启齿。正好是我高二16 17岁的时候，以前自己学习成绩还好，人也挺开朗，慢慢的因为跟宿舍同学的关系，一度怀疑否定自己，觉得自己人际 学习能力 长相各种不行。自卑，懦弱，孤单，尝试跟其他人沟通过，但都失败了，心情一度很抑郁。常常缺失安全感，不知所措，害怕人群害怕孤单,16,8
匿名用户,2016.08.01父母：以前这么听话的孩子怎么变成这样了。朋友：你就是中二／你就是太闲了，让自己忙起来。大多时候我认为很多事是很麻烦的，不想去改变，只想一直躺在床上，但自己又不甘心自己这么平庸，于是陷入了痛苦的轮回中。一切负面情绪会突然爆发出来，绝望，于是想到了自杀。很多事变得异常艰难，阅读眼睛无法聚焦，失眠，头痛，永远跳不出这个圈子，看不到未来。希望别人把自己拉离这片沼泽，但似乎每个人得知我的情况后要么一笑了之，要么像看待病毒一样远离我。害怕社交，不想出门。我很害怕我真的有一天会结束自己2017.10.23星期六，那种感觉又来了，全身无力，躺在床上看窗帘外的世界渐渐昏沉了下来。星期天用了一上午也没调整回来，之前痊愈了的感觉像是种错觉。和朋友们谈笑，用力挤出笑容，假装自己一切还ok。可能它真的会伴随我一辈子吧。2018.4.4被抑郁压的喘不过气，对不起，但也依然要活着,88,64
